name,description,priceRange,latitude,longitude,imgPath,phone,website,openingHour,facility,type,address,province,district,subDistrict,province_code,district_code,sub_district_code,score,ratingCount
มาจีบ บาร์ แอนด์ บิสโทร,,,7.822584,98.3328,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/f4/34/c2/getlstd-property-photo.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/02/f0/13/melon-bingsu.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/02/f0/3f/strawberry-bingsu.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/02/f0/57/korean-fried-chicken.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/02/ef/ef/mango-bingsu.jpg?w=500&h=-1&s=1']",+66 76 602 469,https://th.tripadvisor.com/Restaurant_Review-g1215781-d12678347-Reviews-Majip_Bar_Bistro-Phuket_Town_Phuket.html,{},[],"['ยุโรป', 'ร้านกาแฟ', 'เกาหลี', 'เอเชีย', 'ไทย']","82/43 หมู่ 4 ไรไวย์ เมืองภูเก็ต, เมืองภูเก็ต, จังหวัดภูเก็ต 83130 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,2.5,3
ร้านอาหารทะเลตะเกียบทอง สาขา 2,,,7.864255,98.38041,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/96/c7/75/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/96/c7/74/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/96/c7/73/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/96/c7/72/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/96/c7/71/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/96/c7/70/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/96/c7/6f/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/96/c7/6e/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/96/c7/6d/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/96/c7/6c/caption.jpg?w=500&h=-1&s=1']",+66 98 016 5463,https://th.tripadvisor.com/Restaurant_Review-g2315814-d24967195-Reviews-Takiap_Thong_Seafood_Restaurant_Branch_2-Wichit_Phuket_Town_Phuket.html,"{'จันทร์': '10:30-21:30', 'อังคาร': '10:30-21:30', 'พุธ': '10:30-21:30', 'พฤหัสบดี': '10:30-21:30', 'ศุกร์': '10:30-21:30', 'เสาร์': '10:30-21:30', 'อาทิตย์': '10:30-21:30'}",[],"['จีน', 'ร้านกาแฟ', 'อาหารทะเล', 'เมนูอาหารจากปักกิ่ง', 'ไทย']","50 ม.6 ถ.ศักดิเดช, วิชิต, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
Modo Detroit Style Pizza,,,7.885839,98.38731,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/31/supreme-pizza.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/35/chorizo-and-caramelized.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/30/customers-having-a-great.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/34/pepperoni-and-mushroom.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/2f/modo-pizza.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/33/prawn-scampi-ricotta.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/2e/fun-and-vibrant-atmosphere.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/37/fun-and-vibrant-atmosphere.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/32/classic-detroit-cheese.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/2d/fully-stocked-with-beer.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/36/spicy-garlic-crab-with.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/ad/44/2c/fun-and-vibrant-atmosphere.jpg?w=500&h=-1&s=1']",+66 96 680 9018,https://th.tripadvisor.com/Restaurant_Review-g1215781-d28540471-Reviews-Modo_Detroit_Style_Pizza-Phuket_Town_Phuket.html,"{'จันทร์': 'ปิด', 'อังคาร': '15:00-23:00', 'พุธ': '15:00-23:00', 'พฤหัสบดี': '15:00-23:00', 'ศุกร์': '15:00-23:00', 'เสาร์': '15:00-23:00', 'อาทิตย์': '15:00-23:00'}",[],['พิซซ่า'],"101/1 Soi Soon Utis, เมืองภูเก็ต, จังหวัดภูเก็ต 83100 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
อลันโภชนา,,,7.877329,98.39353,[''],+66 89 655 9060,https://th.tripadvisor.com/Restaurant_Review-g2315818-d17714012-Reviews-Alan_Pochana-Talat_Yai_Phuket_Town_Phuket.html,{},[],"['มาเลย์', 'เอเชีย', 'ไทย']","163 ถ.ภูเก็ต, ตลาดใหญ่, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
Little Edo Phuket,,,7.881662,98.3658,[''],+66 63 494 2044,https://th.tripadvisor.com/Restaurant_Review-g2315814-d26609226-Reviews-Little_Edo_Phuket-Wichit_Phuket_Town_Phuket.html,"{'จันทร์': '11:30-22:00', 'อังคาร': '11:30-22:00', 'พุธ': '11:30-22:00', 'พฤหัสบดี': '11:30-22:00', 'ศุกร์': '11:30-22:00', 'เสาร์': '11:30-22:00', 'อาทิตย์': '11:30-22:00'}",[],[],"เลขที่ 4/60 ถ. วิรัชหงษ์หยก, วิชิต, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
ร้านเจี๊ยะฉ่าย,,,7.88376,98.38351,[''],,https://th.tripadvisor.com/Restaurant_Review-g2315817-d8442466-Reviews-Jiya_Chai_Vegetarian-Talat_Nuea_Phuket_Town_Phuket.html,{},[],[],"ถนนระนอง, ตลาดเหนือ, เมืองภูเก็ต, จังหวัดภูเก็ต ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,3.0,1
ญิง บะหมี่,,,7.885485,98.36581,[''],+66 96 272 2274,https://th.tripadvisor.com/Restaurant_Review-g2315814-d26798374-Reviews-Ying-Wichit_Phuket_Town_Phuket.html,"{'จันทร์': '17:00-02:00', 'อังคาร': 'ปิด', 'พุธ': '17:00-02:00', 'พฤหัสบดี': '17:00-02:00', 'ศุกร์': '17:00-02:00', 'เสาร์': '17:00-02:00', 'อาทิตย์': '17:00-02:00'}",[],"['จีน', 'ยุโรป', 'ไทย']","วิชิต, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
,,฿181.00 – ฿351.00,7.9,98.36765,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/71/2e/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/73/06/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/73/0a/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/73/09/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/73/08/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/73/07/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/73/05/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/73/04/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/73/03/7.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/71/38/150.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/71/37/150.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/71/36/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/71/35/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/71/34/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/3e/71/33/caption.jpg?w=500&h=-1&s=1']",+66 86 488 4149,https://th.tripadvisor.com/Restaurant_Review-g2315814-d26679753-Reviews-Beerfest_Restaurant_And_Craft_Beer_Brewery_Phuket-Wichit_Phuket_Town_Phuket.html,"{'จันทร์': '14:00-23:00', 'อังคาร': '14:00-23:00', 'พุธ': '14:00-23:00', 'พฤหัสบดี': '14:00-23:00', 'ศุกร์': '14:00-01:00', 'เสาร์': '12:00-01:00', 'อาทิตย์': '12:00-01:00'}",[],"['ผับเบียร์', 'พิซซ่า', 'ยุโรป', 'ร้านอาหารมีเบียร์ให้บริการ', 'อิตาลี']","46/6 Mu. 5, วิชิต, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,12
Rise And Grind Espresso,,,7.883113,98.390785,[''],,https://th.tripadvisor.com/Restaurant_Review-g1215781-d28133857-Reviews-Rise_And_Grind_Espresso-Phuket_Town_Phuket.html,"{'จันทร์': '08:00-19:00', 'อังคาร': 'ปิด', 'พุธ': '08:00-19:00', 'พฤหัสบดี': '08:00-19:00', 'ศุกร์': '08:00-19:00', 'เสาร์': '08:00-19:00', 'อาทิตย์': '08:00-20:00'}",[],['ไทย'],"46 Phuket Road, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
ลองแลต๊ะ,,,7.89763,98.38934,[''],+66 94 372 5114,https://th.tripadvisor.com/Restaurant_Review-g2315818-d15815629-Reviews-Long_La_Ta-Talat_Yai_Phuket_Town_Phuket.html,{},[],['ไทย'],"7 ถนน เทพกษัตรีย์, ตลาดใหญ่, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
PeninSura,,,7.900885,98.379684,[''],,https://th.tripadvisor.com/Restaurant_Review-g1215781-d4957000-Reviews-PeninSura-Phuket_Town_Phuket.html,"{'จันทร์': '19:00-02:00', 'อังคาร': '19:00-02:00', 'พุธ': '19:00-02:00', 'พฤหัสบดี': '19:00-02:00', 'ศุกร์': '19:00-02:00', 'เสาร์': '19:00-02:00', 'อาทิตย์': '19:00-02:00'}",[],"['บาร์', 'ผับ']","109 Hongyok U-tid rd., เมืองภูเก็ต, จังหวัดภูเก็ต ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,2.0,1
Waka waka cafe,,,7.859095,98.34336,[''],+66 95 417 3461,https://th.tripadvisor.com/Restaurant_Review-g1389361-d24099213-Reviews-Waka_waka_cafe-Chalong_Phuket_Town_Phuket.html,"{'จันทร์': 'ปิด', 'อังคาร': '08:00-22:00', 'พุธ': '08:00-22:00', 'พฤหัสบดี': '08:00-22:00', 'ศุกร์': '08:00-22:00', 'เสาร์': '08:00-22:00', 'อาทิตย์': '08:00-22:00'}",[],"['นานาชาติ', 'ลัตซีโย', 'อิตาลี', 'อิตาลีทางตอนกลาง', 'โรมัน', 'ไทย']","41/7 หมู่ที่ 6 Chao Fah Tawan Tok Rd,, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต 83130 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
JoLo Phuket,,,7.880489,98.36849,[''],+66 82 859 9555,https://th.tripadvisor.com/Restaurant_Review-g2315814-d27945955-Reviews-JoLo_Phuket-Wichit_Phuket_Town_Phuket.html,"{'จันทร์': '08:00-18:00', 'อังคาร': '08:00-18:00', 'พุธ': 'ปิด', 'พฤหัสบดี': '08:00-18:00', 'ศุกร์': '08:00-18:00', 'เสาร์': '08:00-18:00', 'อาทิตย์': '08:00-18:00'}",[],"['เอเชีย', 'ไทย']","63/654 Village No. 4, Wirat Hongyok Road, วิชิต, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
Street Food Lookmee,,,7.832323,98.33677,[''],,https://th.tripadvisor.com/Restaurant_Review-g1389361-d23607197-Reviews-Street_Food_Lookmee-Chalong_Phuket_Town_Phuket.html,{},[],"['เกาหลี', 'เอเชีย', 'ไทย']","6/41 Moo. 8, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
Pad Thai Boran Phuket,,,7.880144,98.38527,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/22/48/12/pad-thai-shrimp-gung.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/22/48/11/stewed-pork-legs-with.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/22/48/10/crispy-fried-oyster.jpg?w=500&h=-1&s=1']",+66 93 582 1645,https://th.tripadvisor.com/Restaurant_Review-g1215781-d27108997-Reviews-Pad_Thai_Boran_Phuket-Phuket_Town_Phuket.html,"{'จันทร์': '09:00-18:00', 'อังคาร': '09:00-18:00', 'พุธ': '09:00-18:00', 'พฤหัสบดี': '09:00-18:00', 'ศุกร์': '09:00-18:00', 'เสาร์': '09:00-18:00', 'อาทิตย์': 'ปิด'}","['ซื้อกลับบ้าน', 'ที่จอดรถริมถนน', 'ที่นั่ง', 'ที่นั่งกลางแจ้ง', 'บริการส่ง', 'รับชำระเงินแบบดิจิทัล', 'รับเฉพาะเงินสด', 'สะดวกสำหรับผู้ใช้รถเข็น']",['ไทย'],"Bangkok Rd. 50/1-2, เมืองภูเก็ต, จังหวัดภูเก็ต ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,0.0,0
