name,description,priceRange,latitude,longitude,imgPath,phone,website,facility,type,address,province,district,subDistrict,province_code,district_code,sub_district_code,score,ratingCount
Khamin Restaurant Phuket,,,7.86713,98.33105,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/4f/8b/2c/getlstd-property-photo.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8c/dd/cd/pad-thai-with-shrimp.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8a/e7/e5/pineapple-fried-rice.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8f/73/a0/fried-salty-pork-in-southern.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/95/10/bb/bambu-restaurant.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8a/e8/0b/laab-tod.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8f/73/ac/gaeng-kiew-wan.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8a/e7/ed/mixed-sa-tay.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/84/d0/9b/spring-rolls.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8f/73/89/stir-fried-baegu-leaves.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8f/73/cb/stir-fried-chicken-with.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/85/8e/66/tomato-soup.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/85/8e/58/spaghetti-carbonara-sauce.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/02/61/5c/khamin-restaurant.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/02/61/79/khamin-restaurant.jpg?w=500&h=-1&s=1']",+66 76 521 333,https://th.tripadvisor.com/Restaurant_Review-g1389361-d16122855-Reviews-Khamin_Restaurant_Phuket-Chalong_Phuket_Town_Phuket.html,"['Mastercard', 'Visa', 'Wifi ฟรี', 'การจอง', 'ที่จอดรถริมทางฟรี', 'ที่นั่ง', 'บริการเครื่องดื่มแอลกอฮอล์', 'มีที่จอดรถ', 'รับบัตรเครดิต', 'ร้านอาหารปลอดบุหรี่', 'แบบครอบครัว', 'ไวน์และเบียร์']","['นานาชาติ', 'เอเชีย', 'ไทย']","ถนน เจ้าฟ้า Villa Zolitude Resort & Spa, 53/25 หมู่ 5 ซอย บ้านในตรอก, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต 83150 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,9
Sala Mexicali Chalong,,฿300.00 – ฿500.00,7.83838,98.349045,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/12/bb/sala-mexicali-chalong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/13/0a/sala-mexicali-chalong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/13/04/sala-mexicali-chalong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/13/0e/sala-mexicali-chalong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/37/62/46/burrito-and-chimmichunga.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/37/62/55/chipotle-chicken-quesadilla.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/37/62/53/hot-chips-salsa-and-guacamole.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/12/f4/sala-mexicali-chalong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/12/36/sala-mexicali-chalong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/37/62/58/chimichunga-dos.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/37/62/47/salmon-with-mango-salsa.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/11/fa/sala-mexicali-chalong.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/37/62/44/fresh-avocado-and-produce.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/37/62/4b/harshell-tacos.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/65/12/f9/sala-mexicali-chalong.jpg?w=500&h=-1&s=1']",+66 62 089 2780,https://th.tripadvisor.com/Restaurant_Review-g1389361-d7269907-Reviews-Sala_Mexicali_Chalong-Chalong_Phuket_Town_Phuket.html,"['Wifi ฟรี', 'การจอง', 'ซื้อกลับบ้าน', 'ที่จอดรถริมถนน', 'ที่จอดรถริมทางฟรี', 'ที่นั่ง', 'ที่นั่งกลางแจ้ง', 'บริการเครื่องดื่มแอลกอฮอล์', 'บริการเสิร์ฟถึงโต๊ะ', 'บาร์เต็มรูปแบบ', 'มีที่จอดรถ', 'มีเก้าอี้สูงสำหรับเด็ก', 'รับบัตรเครดิต', 'รับเฉพาะเงินสด', 'สะดวกสำหรับผู้ใช้รถเข็น', 'ไวน์และเบียร์']","['ปิ้งย่าง', 'พิซซ่า', 'เม็กซิกัน']","100 หมู่ 2 ถนนวิเศษ, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต 83130 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,67
La Cabana Chalong,,,7.848356,98.335495,[''],+66 98 608 1809,https://th.tripadvisor.com/Restaurant_Review-g1389361-d25063754-Reviews-La_Cabana_Chalong-Chalong_Phuket_Town_Phuket.html,"['Mastercard', 'Visa', 'Wifi ฟรี', 'การจอง', 'ซื้อกลับบ้าน', 'ที่จอดรถริมถนน', 'ที่จอดรถริมทางฟรี', 'ที่นั่ง', 'ที่นั่งกลางแจ้ง', 'บริการจอดรถ', 'บริการส่ง', 'บริการเครื่องดื่มแอลกอฮอล์', 'บริการเสิร์ฟถึงโต๊ะ', 'บาร์ชมกีฬา', 'บาร์เต็มรูปแบบ', 'มีที่จอดรถ', 'มีบัตรของขวัญ', 'รับชำระเงินแบบดิจิทัล', 'รับบัตรเครดิต', 'เป็นมิตรกับสุนัข', 'แบบครอบครัว', 'โทรทัศน์', 'ไดร์ฟ-ทรู', 'ไวน์และเบียร์']",['กรีก'],"77/4 Luang Por Cham Road, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต 83130 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,7
Mirror Mirror,,,7.886117,98.38821,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/a2/9a/3e/mirror-mirror.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/57/76/cd/photo2jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/43/51/a9/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/57/76/ca/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/57/76/ce/photo3jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/a2/99/e2/mirror-mirror.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/a2/99/c5/mirror-mirror.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/43/51/ab/photo2jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/43/51/aa/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/43/51/ac/photo3jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/15/25/9e/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c4/b2/0b/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/d6/f0/04/mirror-mirror.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/15/25/a0/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c4/b1/02/caption.jpg?w=500&h=-1&s=1']",+66 76 355 914,https://th.tripadvisor.com/Restaurant_Review-g2315818-d6954065-Reviews-Mirror_Mirror-Talat_Yai_Phuket_Town_Phuket.html,[],['ยุโรป'],"31 ถ. ดีบุก, ตลาดใหญ่, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,48
View Cafe at Phuket,,,7.870366,98.32993,[''],+66 82 635 6266,https://th.tripadvisor.com/Restaurant_Review-g1389361-d14976176-Reviews-View_Cafe_at_Phuket-Chalong_Phuket_Town_Phuket.html,"['การจอง', 'ที่นั่ง', 'บริการเสิร์ฟถึงโต๊ะ']","['ญี่ปุ่น', 'ร้านกาแฟ', 'ไทย']","56/10 หมู่ที่ 5 ถนนบ้านในตรอก, ฉลอง, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.0,20
,,,0.0,0.0,[''],,,[],[],,,,,0,0,0,0.0,0
โกต้าข้าวมันไก่,,,7.879906,98.39272,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/db/ce/18/ko-ta-chicken-and-rice.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/c5/0d/8b/img-20160831-wa0000-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/81/f4/79/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e8/0c/69/ko-ta-chicken-and-rice.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/9d/e9/cb/chicken-rice.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/f6/10/81/chicken-rice.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/db/ce/1f/ko-ta-chicken-and-rice.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9e/bb/4c/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9e/ba/f2/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/51/d5/a1/20171120-110727-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/67/dc/a8/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2e/7d/88/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/cb/3d/4f/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/db/ce/03/ko-ta-chicken-and-rice.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/db/cd/ef/ko-ta-chicken-and-rice.jpg?w=500&h=-1&s=1']",+66 76 212 816,https://th.tripadvisor.com/Restaurant_Review-g1215781-d6589597-Reviews-Ko_Ta_Chicken_and_Rice-Phuket_Town_Phuket.html,"['ซื้อกลับบ้าน', 'บริการเสิร์ฟถึงโต๊ะ']","['เอเชีย', 'ไทย']","16-18 ซอยสุรินทร์ ถ.มนตรี, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,40
ร้านอาหาร ท่าอากาศยานภูเก็ต (Phuket Airport Restaurant),,,8.107726,98.30576,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/42/c7/8e/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e0/31/3b/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/2c/cf/e3/phuket-airport-restaurant.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/42/c7/91/photo3jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/03/3c/97/20190108-110513-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/42/c7/92/photo4jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e0/31/3c/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/42/c3/85/airport-restaurant-3rd.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/03/3c/96/20190108-105557-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/42/c3/84/airport-restaurant-3rd.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/03/3c/98/20190108-112150-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/42/c7/93/photo5jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/42/c7/8d/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/2c/cf/d9/phuket-airport-restaurant.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/42/c7/94/photo6jpg.jpg?w=500&h=-1&s=1']",+66 76 327 350,https://th.tripadvisor.com/Restaurant_Review-g1215781-d3713983-Reviews-Phuket_Airport_Restaurant-Phuket_Town_Phuket.html,[],"['อาหารจานด่วน', 'เอเชีย', 'ไทย']","222 Moo 6 Phuket International Airport, เมืองภูเก็ต, จังหวัดภูเก็ต 83110 ไทย",ภูเก็ต,ถลาง,,83,8303,0,3.0,0
Maimorn Cuisine,,฿100.00 – ฿500.00,7.889722,98.36654,[''],+66 86 952 7340,https://th.tripadvisor.com/Restaurant_Review-g1215781-d15201215-Reviews-Maimorn_Cuisine-Phuket_Town_Phuket.html,"['การจอง', 'ซื้อกลับบ้าน', 'ที่นั่ง', 'บริการเสิร์ฟถึงโต๊ะ', 'รับบัตรเครดิต']","['ฟิวชั่น', 'อาหารทะเล', 'เอเชีย', 'ไทย']","Central Phuket Floresta Floor G G18 & G18T, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.0,39
Yue Restaurant & Bar,,,7.880789,98.39325,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/66/b6/yue-restaurant-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a0/29/33/menu.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a0/29/32/menu.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a0/29/31/menu.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a0/29/30/menu.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a0/29/2f/menu.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/66/bd/yue-restaurant-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/66/bc/yue-restaurant-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/66/bb/yue-restaurant-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/66/ba/yue-restaurant-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/66/b9/yue-restaurant-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/66/b8/yue-restaurant-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/66/b7/yue-restaurant-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/66/b5/yue-restaurant-bar.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/2e/66/b0/yue-restaurant-bar.jpg?w=500&h=-1&s=1']",+66 76 643 555,https://th.tripadvisor.com/Restaurant_Review-g1215781-d26561175-Reviews-Yue_Restaurant_Bar-Phuket_Town_Phuket.html,"['Wifi ฟรี', 'การรับประทานอาหารแบบส่วนตัว', 'มีที่จอดรถ', 'รับบัตรเครดิต']",['จีน'],"1 Soi Surin, Talat Yai Subdistrict, Mueang Phuket, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,5
The Column,,,7.88276,98.38835,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ca/42/f0/ta-img-20180116-231349.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/58/74/8d/2nd-floor.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/4b/bc/68/the-column.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/58/72/96/2nd-floor.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/4b/bc/69/the-column.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6b/7a/90/photo0jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/4b/bc/6d/the-column.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6b/7a/92/photo2jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6b/7a/93/photo3jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6b/7a/91/photo1jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/58/70/97/b52.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/4d/f8/36/live-band.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/d7/ae/f1/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/96/71/08/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/96/71/07/caption.jpg?w=500&h=-1&s=1']",+66 94 535 9626,https://th.tripadvisor.com/Restaurant_Review-g1215781-d12518652-Reviews-The_Column-Phuket_Town_Phuket.html,"['การจอง', 'ที่นั่ง', 'บริการเสิร์ฟถึงโต๊ะ']","['บาร์', 'ผับ', 'ไทย']","18-20 ถ.ตะกั่วป่า อ.เมืองภูเก็ต, เมืองภูเก็ต, จังหวัดภูเก็ต ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,17
ร้านหมอมุดง,,,7.843505,98.37189,[''],+66 88 766 1634,https://th.tripadvisor.com/Restaurant_Review-g1215781-d14961516-Reviews-Mor_Mu_Dong_Restaurant-Phuket_Town_Phuket.html,['บริการเสิร์ฟถึงโต๊ะ'],['ไทย'],"9/4 หมู่ที่ 3 ซอย ป่าหล่าย ถนน เจ้าฟ้า, เมืองภูเก็ต, จังหวัดภูเก็ต 83130 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,7
Khao Khad Sky Cafe & Ruantalay Seafood,,฿100.00 – ฿500.00,7.81306,98.38959,[''],+66 66 116 8818,https://th.tripadvisor.com/Restaurant_Review-g2315814-d15237717-Reviews-Khao_Khad_Sky_Cafe_Ruantalay_Seafood-Wichit_Phuket_Town_Phuket.html,"['Wifi ฟรี', 'การจอง', 'การรับประทานอาหารแบบส่วนตัว', 'ที่จอดรถริมทางฟรี', 'ที่นั่ง', 'ที่นั่งกลางแจ้ง', 'บริการเครื่องดื่มแอลกอฮอล์', 'บริการเสิร์ฟถึงโต๊ะ', 'บาร์เต็มรูปแบบ', 'มีที่จอดรถ', 'มีเก้าอี้สูงสำหรับเด็ก', 'รับชำระเงินแบบดิจิทัล', 'โทรทัศน์', 'ไวน์และเบียร์']","['บาร์', 'ผับ', 'ยุโรป', 'ร้านกาแฟ', 'อาหารทะเล', 'เอเชีย', 'ไทย']","หอชมวิวเขาขาด Kao Khad View Towner, วิชิต, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,8
168 ซูชิ ซาชิมิ,,,7.874469,98.378586,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/04/7b/85/img-20190108-192451-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/04/7b/86/img-20190108-192537-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/97/39/47/img-20190222-214340-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/97/39/46/img-20190222-213716-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/04/7b/87/img-20190108-203222-216.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/2f/b2/68/different-choices.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/78/e1/a4/168-sushi-sashimi.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/2f/b2/6f/in-front-spicy-salmon.jpg?w=400&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/fd/0b/62/photo2jpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/2f/b2/7e/delicious.jpg?w=400&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/04/7b/88/img-20190108-192121-largejpg.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/2f/b2/7a/full-of-local-youngster.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/78/e1/aa/168-sushi-sashimi.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/78/e1/9a/168-sushi-sashimi.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/fd/0b/60/photo1jpg.jpg?w=500&h=-1&s=1']",+66 85 013 3918,https://th.tripadvisor.com/Restaurant_Review-g1215781-d8797611-Reviews-168_Sushi_Sashimi-Phuket_Town_Phuket.html,['การจอง'],['ซูชิ'],"เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,4.5,16
"Michel Angelo’s Bar, Lounge and Diner",,,7.882823,98.38823,"['https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/d6/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/d5/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/d4/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/d3/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/d2/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/d1/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/d0/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/cf/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/ce/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/cd/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/cc/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/cb/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/ca/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/c9/caption.jpg?w=500&h=-1&s=1', 'https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/1a/ef/c8/caption.jpg?w=500&h=-1&s=1']",+66 84 630 1770,https://th.tripadvisor.com/Restaurant_Review-g1215781-d26517213-Reviews-Michel_Angelo_s_Bar_Lounge_and_Diner-Phuket_Town_Phuket.html,[],"['ดีต่อสุขภาพ', 'บาร์', 'ผับ', 'สหราชอาณาจักร', 'อิตาลี', 'ไทย']","12 Takuapa Rd, เมืองภูเก็ต, จังหวัดภูเก็ต 83000 ไทย",ภูเก็ต,เมืองภูเก็ต,,83,8301,0,5.0,2
